KOD WOJ,WOJEWÓDZTWO,IMIĘ_DRUGIE,PŁEĆ,LICZBA_WYSTĄPIEŃ
06,LUBELSKIE,ANIELA,KOBIETA,14
06,LUBELSKIE,AGATA,KOBIETA,14
06,LUBELSKIE,NIKOLA,KOBIETA,13
06,LUBELSKIE,KINGA,KOBIETA,13
06,LUBELSKIE,JAGODA,KOBIETA,13
06,LUBELSKIE,MARTYNA,KOBIETA,12
06,LUBELSKIE,MARTA,KOBIETA,11
06,LUBELSKIE,IGA,KOBIETA,11
06,LUBELSKIE,URSZULA,KOBIETA,10
06,LUBELSKIE,MONIKA,KOBIETA,10
06,LUBELSKIE,MARCELINA,KOBIETA,10
06,LUBELSKIE,MILENA,KOBIETA,9
06,LUBELSKIE,KORNELIA,KOBIETA,9
06,LUBELSKIE,KAJA,KOBIETA,9
06,LUBELSKIE,IWONA,KOBIETA,9
06,LUBELSKIE,DOMINIKA,KOBIETA,9
06,LUBELSKIE,STANISŁAWA,KOBIETA,8
06,LUBELSKIE,PATRYCJA,KOBIETA,8
06,LUBELSKIE,JUSTYNA,KOBIETA,8
06,LUBELSKIE,IRENA,KOBIETA,8
06,LUBELSKIE,FAUSTYNA,KOBIETA,8
06,LUBELSKIE,DARIA,KOBIETA,8
06,LUBELSKIE,POLA,KOBIETA,7
06,LUBELSKIE,MIA,KOBIETA,7
06,LUBELSKIE,LILIANA,KOBIETA,7
06,LUBELSKIE,LIDIA,KOBIETA,7
06,LUBELSKIE,KAMILA,KOBIETA,7
06,LUBELSKIE,JOLANTA,KOBIETA,7
06,LUBELSKIE,DOROTA,KOBIETA,7
06,LUBELSKIE,CECYLIA,KOBIETA,7
06,LUBELSKIE,WANDA,KOBIETA,6
06,LUBELSKIE,OLGA,KOBIETA,6
06,LUBELSKIE,HALINA,KOBIETA,6
06,LUBELSKIE,BLANKA,KOBIETA,6
06,LUBELSKIE,SYLWIA,KOBIETA,5
06,LUBELSKIE,MARLENA,KOBIETA,5
06,LUBELSKIE,MARIKA,KOBIETA,5
06,LUBELSKIE,LUIZA,KOBIETA,5
06,LUBELSKIE,DANUTA,KOBIETA,5
06,LUBELSKIE,BOGUMIŁA,KOBIETA,5
06,LUBELSKIE,SARA,KOBIETA,4
06,LUBELSKIE,SANDRA,KOBIETA,4
06,LUBELSKIE,SABINA,KOBIETA,4
06,LUBELSKIE,REGINA,KOBIETA,4
06,LUBELSKIE,NADIA,KOBIETA,4
06,LUBELSKIE,LUCYNA,KOBIETA,4
06,LUBELSKIE,KLAUDIA,KOBIETA,4
06,LUBELSKIE,FELICJA,KOBIETA,4
06,LUBELSKIE,EWELINA,KOBIETA,4
06,LUBELSKIE,ELIZA,KOBIETA,4
06,LUBELSKIE,EDYTA,KOBIETA,4
06,LUBELSKIE,BEATA,KOBIETA,4
06,LUBELSKIE,ANETA,KOBIETA,4
06,LUBELSKIE,ADELA,KOBIETA,4
06,LUBELSKIE,VICTORIA,KOBIETA,3
06,LUBELSKIE,RENATA,KOBIETA,3
06,LUBELSKIE,NELA,KOBIETA,3
06,LUBELSKIE,MELANIA,KOBIETA,3
06,LUBELSKIE,MATYLDA,KOBIETA,3
06,LUBELSKIE,MARZENA,KOBIETA,3
06,LUBELSKIE,LILIA,KOBIETA,3
06,LUBELSKIE,LEOKADIA,KOBIETA,3
06,LUBELSKIE,LEA,KOBIETA,3
06,LUBELSKIE,KONSTANCJA,KOBIETA,3
06,LUBELSKIE,KLEMENTYNA,KOBIETA,3
06,LUBELSKIE,JÓZEFINA,KOBIETA,3
06,LUBELSKIE,JAŚMINA,KOBIETA,3
06,LUBELSKIE,ILONA,KOBIETA,3
06,LUBELSKIE,IDA,KOBIETA,3
06,LUBELSKIE,GLORIA,KOBIETA,3
06,LUBELSKIE,FRANCISZKA,KOBIETA,3
06,LUBELSKIE,EMMA,KOBIETA,3
06,LUBELSKIE,ELWIRA,KOBIETA,3
06,LUBELSKIE,WŁADYSŁAWA,KOBIETA,2
06,LUBELSKIE,WALENTYNA,KOBIETA,2
06,LUBELSKIE,SAMANTA,KOBIETA,2
06,LUBELSKIE,ROSE,KOBIETA,2
06,LUBELSKIE,ROKSANA,KOBIETA,2
06,LUBELSKIE,OLIVIA,KOBIETA,2
06,LUBELSKIE,NOEMI,KOBIETA,2
06,LUBELSKIE,NINA,KOBIETA,2
06,LUBELSKIE,NICOLA,KOBIETA,2
06,LUBELSKIE,MIRA,KOBIETA,2
06,LUBELSKIE,MALWINA,KOBIETA,2
06,LUBELSKIE,MALINA,KOBIETA,2
06,LUBELSKIE,KARINA,KOBIETA,2
06,LUBELSKIE,JUDYTA,KOBIETA,2
06,LUBELSKIE,JÓZEFA,KOBIETA,2
06,LUBELSKIE,JOWITA,KOBIETA,2
06,LUBELSKIE,IRMINA,KOBIETA,2
06,LUBELSKIE,HONORATA,KOBIETA,2
06,LUBELSKIE,HENRYKA,KOBIETA,2
06,LUBELSKIE,FLORENCE,KOBIETA,2
06,LUBELSKIE,DAGMARA,KOBIETA,2
06,LUBELSKIE,BOŻENA,KOBIETA,2
06,LUBELSKIE,BERNADETTA,KOBIETA,2
06,LUBELSKIE,AURORA,KOBIETA,2
06,LUBELSKIE,AURELIA,KOBIETA,2
06,LUBELSKIE,ANITA,KOBIETA,2
06,LUBELSKIE,ANDŻELIKA,KOBIETA,2
06,LUBELSKIE,ALINA,KOBIETA,2
06,LUBELSKIE,ALDONA,KOBIETA,2
06,LUBELSKIE,ADRIANNA,KOBIETA,2
06,LUBELSKIE,ADA,KOBIETA,2
08,LUBUSKIE,MARIA,KOBIETA,144
08,LUBUSKIE,ANNA,KOBIETA,105
08,LUBUSKIE,ZOFIA,KOBIETA,59
08,LUBUSKIE,JULIA,KOBIETA,40
08,LUBUSKIE,HELENA,KOBIETA,35
08,LUBUSKIE,JOANNA,KOBIETA,33
08,LUBUSKIE,ALEKSANDRA,KOBIETA,33
08,LUBUSKIE,EWA,KOBIETA,32
08,LUBUSKIE,MAGDALENA,KOBIETA,31
08,LUBUSKIE,BARBARA,KOBIETA,31
08,LUBUSKIE,MAŁGORZATA,KOBIETA,30
08,LUBUSKIE,KATARZYNA,KOBIETA,30
08,LUBUSKIE,ALICJA,KOBIETA,28
08,LUBUSKIE,WIKTORIA,KOBIETA,27
08,LUBUSKIE,ELŻBIETA,KOBIETA,25
08,LUBUSKIE,ZUZANNA,KOBIETA,23
08,LUBUSKIE,KRYSTYNA,KOBIETA,23
08,LUBUSKIE,TERESA,KOBIETA,22
08,LUBUSKIE,KAROLINA,KOBIETA,21
08,LUBUSKIE,MONIKA,KOBIETA,20
08,LUBUSKIE,MAJA,KOBIETA,19
08,LUBUSKIE,AGNIESZKA,KOBIETA,19
08,LUBUSKIE,JANINA,KOBIETA,18
08,LUBUSKIE,IRENA,KOBIETA,18
08,LUBUSKIE,DOROTA,KOBIETA,18
08,LUBUSKIE,NATALIA,KOBIETA,17
08,LUBUSKIE,DANUTA,KOBIETA,16
08,LUBUSKIE,OLIWIA,KOBIETA,15
08,LUBUSKIE,LAURA,KOBIETA,15
08,LUBUSKIE,JADWIGA,KOBIETA,15
08,LUBUSKIE,ANASTAZJA,KOBIETA,15
08,LUBUSKIE,MICHALINA,KOBIETA,14
08,LUBUSKIE,ŁUCJA,KOBIETA,14
08,LUBUSKIE,ANTONINA,KOBIETA,14
08,LUBUSKIE,PAULINA,KOBIETA,13
08,LUBUSKIE,MARTA,KOBIETA,13
08,LUBUSKIE,EMILIA,KOBIETA,13
08,LUBUSKIE,WERONIKA,KOBIETA,12
08,LUBUSKIE,MARIANNA,KOBIETA,12
08,LUBUSKIE,JAGODA,KOBIETA,12
08,LUBUSKIE,IZABELA,KOBIETA,12
08,LUBUSKIE,HANNA,KOBIETA,12
08,LUBUSKIE,URSZULA,KOBIETA,11
08,LUBUSKIE,PATRYCJA,KOBIETA,11
08,LUBUSKIE,MILENA,KOBIETA,11
08,LUBUSKIE,MARCELINA,KOBIETA,11
08,LUBUSKIE,LILIANA,KOBIETA,11
08,LUBUSKIE,LENA,KOBIETA,11
08,LUBUSKIE,KORNELIA,KOBIETA,11
08,LUBUSKIE,JOLANTA,KOBIETA,11
08,LUBUSKIE,NADIA,KOBIETA,10
08,LUBUSKIE,GABRIELA,KOBIETA,10
08,LUBUSKIE,DOMINIKA,KOBIETA,10
08,LUBUSKIE,GRAŻYNA,KOBIETA,9
08,LUBUSKIE,BEATA,KOBIETA,9
08,LUBUSKIE,NIKOLA,KOBIETA,8
08,LUBUSKIE,MARTYNA,KOBIETA,8
08,LUBUSKIE,KINGA,KOBIETA,8
08,LUBUSKIE,KAMILA,KOBIETA,8
08,LUBUSKIE,IWONA,KOBIETA,8
08,LUBUSKIE,BLANKA,KOBIETA,8
08,LUBUSKIE,ANIELA,KOBIETA,8
08,LUBUSKIE,RÓŻA,KOBIETA,7
08,LUBUSKIE,KLARA,KOBIETA,7
08,LUBUSKIE,BOŻENA,KOBIETA,7
08,LUBUSKIE,AMELIA,KOBIETA,7
08,LUBUSKIE,WIOLETTA,KOBIETA,6
08,LUBUSKIE,WANDA,KOBIETA,6
08,LUBUSKIE,STEFANIA,KOBIETA,6
08,LUBUSKIE,STANISŁAWA,KOBIETA,6
08,LUBUSKIE,SARA,KOBIETA,6
08,LUBUSKIE,SANDRA,KOBIETA,6
08,LUBUSKIE,RENATA,KOBIETA,6
08,LUBUSKIE,HALINA,KOBIETA,6
08,LUBUSKIE,ANGELIKA,KOBIETA,6
08,LUBUSKIE,AGATA,KOBIETA,6
08,LUBUSKIE,SYLWIA,KOBIETA,5
08,LUBUSKIE,RITA,KOBIETA,5
08,LUBUSKIE,NINA,KOBIETA,5
08,LUBUSKIE,MATYLDA,KOBIETA,5
08,LUBUSKIE,LILIANNA,KOBIETA,5
08,LUBUSKIE,LIDIA,KOBIETA,5
08,LUBUSKIE,JUSTYNA,KOBIETA,5
08,LUBUSKIE,EDYTA,KOBIETA,5
08,LUBUSKIE,ROZALIA,KOBIETA,4
08,LUBUSKIE,MIROSŁAWA,KOBIETA,4
08,LUBUSKIE,LUCYNA,KOBIETA,4
08,LUBUSKIE,LEOKADIA,KOBIETA,4
08,LUBUSKIE,KALINA,KOBIETA,4
08,LUBUSKIE,JÓZEFA,KOBIETA,4
08,LUBUSKIE,DIANA,KOBIETA,4
08,LUBUSKIE,BOGUMIŁA,KOBIETA,4
08,LUBUSKIE,WIESŁAWA,KOBIETA,3
08,LUBUSKIE,ROKSANA,KOBIETA,3
08,LUBUSKIE,OLGA,KOBIETA,3
08,LUBUSKIE,NELA,KOBIETA,3
08,LUBUSKIE,MIA,KOBIETA,3
08,LUBUSKIE,MELANIA,KOBIETA,3
08,LUBUSKIE,MARZENA,KOBIETA,3
08,LUBUSKIE,MARIOLA,KOBIETA,3
08,LUBUSKIE,MARIKA,KOBIETA,3
08,LUBUSKIE,LUDWIKA,KOBIETA,3
08,LUBUSKIE,LEA,KOBIETA,3
08,LUBUSKIE,KLAUDIA,KOBIETA,3
08,LUBUSKIE,IGA,KOBIETA,3
08,LUBUSKIE,IDA,KOBIETA,3
08,LUBUSKIE,GLORIA,KOBIETA,3
08,LUBUSKIE,FRANCISZKA,KOBIETA,3
08,LUBUSKIE,EWELINA,KOBIETA,3
08,LUBUSKIE,DARIA,KOBIETA,3
08,LUBUSKIE,AURELIA,KOBIETA,3
08,LUBUSKIE,ANITA,KOBIETA,3
08,LUBUSKIE,ADRIANNA,KOBIETA,3
08,LUBUSKIE,ADA,KOBIETA,3
08,LUBUSKIE,ŻANETA,KOBIETA,2
08,LUBUSKIE,WŁADYSŁAWA,KOBIETA,2
08,LUBUSKIE,WIOLETA,KOBIETA,2
08,LUBUSKIE,WANESSA,KOBIETA,2
08,LUBUSKIE,VIOLETTA,KOBIETA,2
08,LUBUSKIE,VANESSA,KOBIETA,2
08,LUBUSKIE,POLA,KOBIETA,2
08,LUBUSKIE,PAULA,KOBIETA,2
08,LUBUSKIE,OLIVIA,KOBIETA,2
08,LUBUSKIE,MIRA,KOBIETA,2
08,LUBUSKIE,LUIZA,KOBIETA,2
08,LUBUSKIE,LUCY,KOBIETA,2
08,LUBUSKIE,LIWIA,KOBIETA,2
08,LUBUSKIE,LILIA,KOBIETA,2
08,LUBUSKIE,KONSTANCJA,KOBIETA,2
08,LUBUSKIE,KAZIMIERA,KOBIETA,2
08,LUBUSKIE,KAJA,KOBIETA,2
08,LUBUSKIE,JULITA,KOBIETA,2
08,LUBUSKIE,JANA,KOBIETA,2
08,LUBUSKIE,IZABELLA,KOBIETA,2
08,LUBUSKIE,IRMINA,KOBIETA,2
08,LUBUSKIE,GAJA,KOBIETA,2
08,LUBUSKIE,FAUSTYNA,KOBIETA,2
08,LUBUSKIE,EMMA,KOBIETA,2
08,LUBUSKIE,ELIZA,KOBIETA,2
08,LUBUSKIE,ELENA,KOBIETA,2
08,LUBUSKIE,DOBROMIŁA,KOBIETA,2
08,LUBUSKIE,DANIELA,KOBIETA,2
08,LUBUSKIE,CECYLIA,KOBIETA,2
08,LUBUSKIE,CARMEN,KOBIETA,2
08,LUBUSKIE,BIANKA,KOBIETA,2
08,LUBUSKIE,ARLETA,KOBIETA,2
08,LUBUSKIE,ANETA,KOBIETA,2
08,LUBUSKIE,ALINA,KOBIETA,2
10,ŁÓDZKIE,MARIA,KOBIETA,475
10,ŁÓDZKIE,ANNA,KOBIETA,381
10,ŁÓDZKIE,ZOFIA,KOBIETA,179
10,ŁÓDZKIE,KATARZYNA,KOBIETA,145
10,ŁÓDZKIE,WIKTORIA,KOBIETA,129
10,ŁÓDZKIE,JULIA,KOBIETA,126
10,ŁÓDZKIE,MAGDALENA,KOBIETA,124
10,ŁÓDZKIE,ALEKSANDRA,KOBIETA,114
10,ŁÓDZKIE,HELENA,KOBIETA,109
10,ŁÓDZKIE,MAŁGORZATA,KOBIETA,103
10,ŁÓDZKIE,ALICJA,KOBIETA,101
10,ŁÓDZKIE,EWA,KOBIETA,98
10,ŁÓDZKIE,BARBARA,KOBIETA,94
10,ŁÓDZKIE,ZUZANNA,KOBIETA,82
10,ŁÓDZKIE,MAJA,KOBIETA,80
10,ŁÓDZKIE,WERONIKA,KOBIETA,78
10,ŁÓDZKIE,NATALIA,KOBIETA,78
10,ŁÓDZKIE,OLIWIA,KOBIETA,72
10,ŁÓDZKIE,MARTA,KOBIETA,66
10,ŁÓDZKIE,LENA,KOBIETA,65
10,ŁÓDZKIE,HANNA,KOBIETA,65
10,ŁÓDZKIE,AGNIESZKA,KOBIETA,65
10,ŁÓDZKIE,ELŻBIETA,KOBIETA,64
10,ŁÓDZKIE,JOANNA,KOBIETA,61
10,ŁÓDZKIE,MONIKA,KOBIETA,59
10,ŁÓDZKIE,AMELIA,KOBIETA,57
10,ŁÓDZKIE,KRYSTYNA,KOBIETA,56
10,ŁÓDZKIE,ŁUCJA,KOBIETA,55
10,ŁÓDZKIE,ANTONINA,KOBIETA,55
10,ŁÓDZKIE,MARIANNA,KOBIETA,53
10,ŁÓDZKIE,ANASTAZJA,KOBIETA,52
10,ŁÓDZKIE,KORNELIA,KOBIETA,49
10,ŁÓDZKIE,EMILIA,KOBIETA,49
10,ŁÓDZKIE,LAURA,KOBIETA,48
10,ŁÓDZKIE,TERESA,KOBIETA,47
10,ŁÓDZKIE,KAROLINA,KOBIETA,47
10,ŁÓDZKIE,JADWIGA,KOBIETA,44
10,ŁÓDZKIE,JANINA,KOBIETA,41
10,ŁÓDZKIE,MICHALINA,KOBIETA,40
10,ŁÓDZKIE,PAULINA,KOBIETA,39
10,ŁÓDZKIE,RÓŻA,KOBIETA,35
10,ŁÓDZKIE,AGATA,KOBIETA,34
10,ŁÓDZKIE,KLARA,KOBIETA,32
10,ŁÓDZKIE,DOROTA,KOBIETA,32
10,ŁÓDZKIE,IZABELA,KOBIETA,31
10,ŁÓDZKIE,POLA,KOBIETA,29
10,ŁÓDZKIE,MARCELINA,KOBIETA,29
10,ŁÓDZKIE,IRENA,KOBIETA,29
10,ŁÓDZKIE,ANIELA,KOBIETA,29
10,ŁÓDZKIE,KLAUDIA,KOBIETA,28
10,ŁÓDZKIE,SYLWIA,KOBIETA,27
10,ŁÓDZKIE,JOLANTA,KOBIETA,27
10,ŁÓDZKIE,PATRYCJA,KOBIETA,26
10,ŁÓDZKIE,JAGODA,KOBIETA,26
10,ŁÓDZKIE,KINGA,KOBIETA,25
10,ŁÓDZKIE,JUSTYNA,KOBIETA,24
10,ŁÓDZKIE,DARIA,KOBIETA,24
10,ŁÓDZKIE,BEATA,KOBIETA,24
10,ŁÓDZKIE,NADIA,KOBIETA,23
10,ŁÓDZKIE,KAMILA,KOBIETA,23
10,ŁÓDZKIE,LILIANA,KOBIETA,22
10,ŁÓDZKIE,GABRIELA,KOBIETA,22
10,ŁÓDZKIE,DANUTA,KOBIETA,22
10,ŁÓDZKIE,MARTYNA,KOBIETA,20
10,ŁÓDZKIE,IWONA,KOBIETA,20
10,ŁÓDZKIE,HALINA,KOBIETA,20
10,ŁÓDZKIE,NIKOLA,KOBIETA,19
10,ŁÓDZKIE,EWELINA,KOBIETA,19
10,ŁÓDZKIE,DOMINIKA,KOBIETA,19
10,ŁÓDZKIE,RITA,KOBIETA,18
10,ŁÓDZKIE,BLANKA,KOBIETA,17
10,ŁÓDZKIE,SARA,KOBIETA,16
10,ŁÓDZKIE,ADRIANNA,KOBIETA,16
10,ŁÓDZKIE,URSZULA,KOBIETA,15
10,ŁÓDZKIE,RENATA,KOBIETA,15
10,ŁÓDZKIE,IGA,KOBIETA,15
10,ŁÓDZKIE,GRAŻYNA,KOBIETA,15
10,ŁÓDZKIE,BOŻENA,KOBIETA,15
10,ŁÓDZKIE,ANETA,KOBIETA,15
10,ŁÓDZKIE,WANDA,KOBIETA,14
10,ŁÓDZKIE,SABINA,KOBIETA,14
10,ŁÓDZKIE,ROZALIA,KOBIETA,14
10,ŁÓDZKIE,OLGA,KOBIETA,14
10,ŁÓDZKIE,MIA,KOBIETA,14
10,ŁÓDZKIE,LUCYNA,KOBIETA,14
10,ŁÓDZKIE,BOGUMIŁA,KOBIETA,14
10,ŁÓDZKIE,FAUSTYNA,KOBIETA,13
10,ŁÓDZKIE,ANGELIKA,KOBIETA,13
10,ŁÓDZKIE,STEFANIA,KOBIETA,12
10,ŁÓDZKIE,MILENA,KOBIETA,12
10,ŁÓDZKIE,MATYLDA,KOBIETA,12
10,ŁÓDZKIE,LIDIA,KOBIETA,12
10,ŁÓDZKIE,ELIZA,KOBIETA,12
10,ŁÓDZKIE,WIESŁAWA,KOBIETA,11
10,ŁÓDZKIE,JÓZEFINA,KOBIETA,11
10,ŁÓDZKIE,STANISŁAWA,KOBIETA,10
10,ŁÓDZKIE,NINA,KOBIETA,10
10,ŁÓDZKIE,EDYTA,KOBIETA,10
10,ŁÓDZKIE,NELA,KOBIETA,9
10,ŁÓDZKIE,MARZENA,KOBIETA,9
10,ŁÓDZKIE,HENRYKA,KOBIETA,9
10,ŁÓDZKIE,ANITA,KOBIETA,9
10,ŁÓDZKIE,WIOLETTA,KOBIETA,8
10,ŁÓDZKIE,ROKSANA,KOBIETA,8
10,ŁÓDZKIE,MIROSŁAWA,KOBIETA,8
10,ŁÓDZKIE,MARLENA,KOBIETA,8
10,ŁÓDZKIE,KARINA,KOBIETA,8
10,ŁÓDZKIE,JÓZEFA,KOBIETA,8
10,ŁÓDZKIE,AURELIA,KOBIETA,8
10,ŁÓDZKIE,MARIKA,KOBIETA,7
10,ŁÓDZKIE,IDA,KOBIETA,7
10,ŁÓDZKIE,ESTERA,KOBIETA,7
10,ŁÓDZKIE,DIANA,KOBIETA,7
10,ŁÓDZKIE,CECYLIA,KOBIETA,7
10,ŁÓDZKIE,ALINA,KOBIETA,7
10,ŁÓDZKIE,LILIANNA,KOBIETA,6
10,ŁÓDZKIE,LEA,KOBIETA,6
10,ŁÓDZKIE,KALINA,KOBIETA,6
10,ŁÓDZKIE,GENOWEFA,KOBIETA,6
10,ŁÓDZKIE,GAJA,KOBIETA,6
10,ŁÓDZKIE,BOGUSŁAWA,KOBIETA,6
10,ŁÓDZKIE,SANDRA,KOBIETA,5
10,ŁÓDZKIE,MELANIA,KOBIETA,5
10,ŁÓDZKIE,MALWINA,KOBIETA,5
10,ŁÓDZKIE,LILIA,KOBIETA,5
10,ŁÓDZKIE,LILA,KOBIETA,5
10,ŁÓDZKIE,HONORATA,KOBIETA,5
10,ŁÓDZKIE,DANIELA,KOBIETA,5
10,ŁÓDZKIE,DAGMARA,KOBIETA,5
10,ŁÓDZKIE,APOLONIA,KOBIETA,5
10,ŁÓDZKIE,WALENTYNA,KOBIETA,4
10,ŁÓDZKIE,NATASZA,KOBIETA,4
10,ŁÓDZKIE,MAGDA,KOBIETA,4
10,ŁÓDZKIE,LEOKADIA,KOBIETA,4
10,ŁÓDZKIE,KAJA,KOBIETA,4
10,ŁÓDZKIE,JULITA,KOBIETA,4
10,ŁÓDZKIE,INGA,KOBIETA,4
10,ŁÓDZKIE,ELENA,KOBIETA,4
10,ŁÓDZKIE,BIANKA,KOBIETA,4
10,ŁÓDZKIE,ADA,KOBIETA,4
10,ŁÓDZKIE,ZOJA,KOBIETA,3
10,ŁÓDZKIE,SOPHIE,KOBIETA,3
10,ŁÓDZKIE,REGINA,KOBIETA,3
10,ŁÓDZKIE,OLIVIA,KOBIETA,3
10,ŁÓDZKIE,NOEMI,KOBIETA,3
10,ŁÓDZKIE,MERCEDES,KOBIETA,3
10,ŁÓDZKIE,MARIOLA,KOBIETA,3
10,ŁÓDZKIE,MARIETTA,KOBIETA,3
10,ŁÓDZKIE,MARCJANNA,KOBIETA,3
10,ŁÓDZKIE,LUIZA,KOBIETA,3
10,ŁÓDZKIE,KONSTANCJA,KOBIETA,3
10,ŁÓDZKIE,JULIANNA,KOBIETA,3
10,ŁÓDZKIE,JOWITA,KOBIETA,3
10,ŁÓDZKIE,ILONA,KOBIETA,3
10,ŁÓDZKIE,GLORIA,KOBIETA,3
10,ŁÓDZKIE,FRIDA,KOBIETA,3
10,ŁÓDZKIE,FRANCISZKA,KOBIETA,3
10,ŁÓDZKIE,FLORENTYNA,KOBIETA,3
10,ŁÓDZKIE,ELLA,KOBIETA,3
10,ŁÓDZKIE,CZESŁAWA,KOBIETA,3
10,ŁÓDZKIE,AURORA,KOBIETA,3
10,ŁÓDZKIE,AMANDA,KOBIETA,3
10,ŁÓDZKIE,ŻANETA,KOBIETA,2
10,ŁÓDZKIE,ZENOBIA,KOBIETA,2
10,ŁÓDZKIE,WŁADYSŁAWA,KOBIETA,2
10,ŁÓDZKIE,VIKTORIA,KOBIETA,2
10,ŁÓDZKIE,VICTORIA,KOBIETA,2
10,ŁÓDZKIE,SONIA,KOBIETA,2
10,ŁÓDZKIE,SOFIA,KOBIETA,2
10,ŁÓDZKIE,SALOMEA,KOBIETA,2
10,ŁÓDZKIE,PAULA,KOBIETA,2
10,ŁÓDZKIE,OKTAWIA,KOBIETA,2
10,ŁÓDZKIE,NEL,KOBIETA,2
10,ŁÓDZKIE,MIRANDA,KOBIETA,2
10,ŁÓDZKIE,MIECZYSŁAWA,KOBIETA,2
10,ŁÓDZKIE,MARCELA,KOBIETA,2
10,ŁÓDZKIE,MANUELA,KOBIETA,2
10,ŁÓDZKIE,LILI,KOBIETA,2
10,ŁÓDZKIE,KAZIMIERA,KOBIETA,2
10,ŁÓDZKIE,JUDYTA,KOBIETA,2
10,ŁÓDZKIE,JAGNA,KOBIETA,2
10,ŁÓDZKIE,IZABELLA,KOBIETA,2
10,ŁÓDZKIE,IRMINA,KOBIETA,2
10,ŁÓDZKIE,INKA,KOBIETA,2
10,ŁÓDZKIE,INEZ,KOBIETA,2
10,ŁÓDZKIE,EMMA,KOBIETA,2
10,ŁÓDZKIE,CELINA,KOBIETA,2
10,ŁÓDZKIE,BERNADETA,KOBIETA,2
10,ŁÓDZKIE,ANA,KOBIETA,2
10,ŁÓDZKIE,ADELA,KOBIETA,2
12,MAŁOPOLSKIE,MARIA,KOBIETA,1561
12,MAŁOPOLSKIE,ANNA,KOBIETA,1083
12,MAŁOPOLSKIE,ZOFIA,KOBIETA,457
12,MAŁOPOLSKIE,MAGDALENA,KOBIETA,380
12,MAŁOPOLSKIE,KATARZYNA,KOBIETA,344
12,MAŁOPOLSKIE,JULIA,KOBIETA,288
12,MAŁOPOLSKIE,WIKTORIA,KOBIETA,278
12,MAŁOPOLSKIE,MAŁGORZATA,KOBIETA,260
12,MAŁOPOLSKIE,BARBARA,KOBIETA,252
12,MAŁOPOLSKIE,HELENA,KOBIETA,251
12,MAŁOPOLSKIE,KAROLINA,KOBIETA,246
12,MAŁOPOLSKIE,ALEKSANDRA,KOBIETA,240
12,MAŁOPOLSKIE,RITA,KOBIETA,223
12,MAŁOPOLSKIE,JOANNA,KOBIETA,202
12,MAŁOPOLSKIE,EWA,KOBIETA,194
12,MAŁOPOLSKIE,AGNIESZKA,KOBIETA,183
12,MAŁOPOLSKIE,WERONIKA,KOBIETA,181
12,MAŁOPOLSKIE,NATALIA,KOBIETA,181
12,MAŁOPOLSKIE,ŁUCJA,KOBIETA,177
12,MAŁOPOLSKIE,ALICJA,KOBIETA,169
12,MAŁOPOLSKIE,EMILIA,KOBIETA,163
12,MAŁOPOLSKIE,ELŻBIETA,KOBIETA,160
12,MAŁOPOLSKIE,ZUZANNA,KOBIETA,152
12,MAŁOPOLSKIE,MONIKA,KOBIETA,146
12,MAŁOPOLSKIE,TERESA,KOBIETA,133
12,MAŁOPOLSKIE,ANTONINA,KOBIETA,132
12,MAŁOPOLSKIE,KRYSTYNA,KOBIETA,124
12,MAŁOPOLSKIE,PAULINA,KOBIETA,116
12,MAŁOPOLSKIE,MAJA,KOBIETA,114
12,MAŁOPOLSKIE,KINGA,KOBIETA,108
12,MAŁOPOLSKIE,JANINA,KOBIETA,106
12,MAŁOPOLSKIE,OLIWIA,KOBIETA,103
12,MAŁOPOLSKIE,MARTA,KOBIETA,103
12,MAŁOPOLSKIE,GABRIELA,KOBIETA,98
12,MAŁOPOLSKIE,LENA,KOBIETA,91
12,MAŁOPOLSKIE,DOROTA,KOBIETA,89
12,MAŁOPOLSKIE,LAURA,KOBIETA,86
12,MAŁOPOLSKIE,KLARA,KOBIETA,84
12,MAŁOPOLSKIE,JUSTYNA,KOBIETA,84
12,MAŁOPOLSKIE,AMELIA,KOBIETA,81
12,MAŁOPOLSKIE,ANIELA,KOBIETA,79
12,MAŁOPOLSKIE,AGATA,KOBIETA,79
12,MAŁOPOLSKIE,HANNA,KOBIETA,78
12,MAŁOPOLSKIE,ANASTAZJA,KOBIETA,76
12,MAŁOPOLSKIE,MICHALINA,KOBIETA,75
12,MAŁOPOLSKIE,FAUSTYNA,KOBIETA,73
12,MAŁOPOLSKIE,JADWIGA,KOBIETA,72
12,MAŁOPOLSKIE,DOMINIKA,KOBIETA,68
12,MAŁOPOLSKIE,IZABELA,KOBIETA,67
12,MAŁOPOLSKIE,DANUTA,KOBIETA,67
12,MAŁOPOLSKIE,PATRYCJA,KOBIETA,65
12,MAŁOPOLSKIE,IRENA,KOBIETA,59
12,MAŁOPOLSKIE,RÓŻA,KOBIETA,58
12,MAŁOPOLSKIE,BEATA,KOBIETA,58
12,MAŁOPOLSKIE,STANISŁAWA,KOBIETA,56
12,MAŁOPOLSKIE,ROZALIA,KOBIETA,55
12,MAŁOPOLSKIE,EWELINA,KOBIETA,55
12,MAŁOPOLSKIE,KAMILA,KOBIETA,50
12,MAŁOPOLSKIE,JAGODA,KOBIETA,49
12,MAŁOPOLSKIE,NADIA,KOBIETA,47
12,MAŁOPOLSKIE,URSZULA,KOBIETA,46
12,MAŁOPOLSKIE,KLAUDIA,KOBIETA,46
